age,income,loan_amount,loan_tenure,employment_type,cibil_score,existing_loans,education,loan_purpose,monthly_emi,emi_to_income,default
49,58461,1720930,12,Salaried,735,1,Post-Graduate,Home,144572.12,2.473,1
51,108474,744096,12,Business,515,3,Post-Graduate,Vehicle,62468.18,0.5759,0
55,186541,111562,60,Business,814,3,Post-Graduate,Business,1882.77,0.0101,0
53,98136,1401129,24,Business,436,1,Post-Graduate,Personal,58957.23,0.6008,1
41,35435,846266,60,Self-Employed,894,0,Post-Graduate,Personal,14305.75,0.4037,0
52,160263,1725056,12,Business,579,4,Post-Graduate,Business,145360.23,0.907,1
43,99726,575128,48,Salaried,431,3,Post-Graduate,Home,12096.5,0.1213,0
53,173458,784769,24,Self-Employed,692,1,Under-Graduate,Personal,33011.8,0.1903,0
23,177793,81568,48,Business,780,4,Under-Graduate,Business,1712.52,0.0096,0
38,69786,847278,60,Salaried,812,2,Post-Graduate,Personal,14285.32,0.2047,0
45,28704,711259,36,Salaried,718,0,Post-Graduate,Vehicle,19984.76,0.6962,1
62,71635,660326,48,Self-Employed,501,3,Post-Graduate,Personal,13940.21,0.1946,1
51,148195,1295749,60,Salaried,761,0,Graduate,Vehicle,21776.0,0.1469,0
23,105710,1006277,60,Business,501,3,Under-Graduate,Vehicle,16923.73,0.1601,0
60,77993,179789,60,Salaried,451,3,Post-Graduate,Personal,3018.89,0.0387,1
44,127752,1468180,36,Business,521,3,Under-Graduate,Personal,41155.04,0.3221,1
52,171488,551994,36,Business,378,0,Post-Graduate,Vehicle,15490.09,0.0903,0
42,147886,124723,36,Self-Employed,499,2,Graduate,Personal,3515.46,0.0238,1
43,93537,813043,24,Salaried,398,1,Post-Graduate,Home,34287.0,0.3666,1
22,65258,416338,36,Self-Employed,512,1,Under-Graduate,Education,11717.49,0.1796,1
47,162580,1996425,36,Self-Employed,442,2,Under-Graduate,Education,55976.39,0.3443,1
62,100166,971815,36,Self-Employed,688,2,Under-Graduate,Business,27207.34,0.2716,0
22,128710,1863686,48,Business,673,3,Under-Graduate,Education,39168.7,0.3043,0
46,50699,1679752,36,Business,351,3,Post-Graduate,Home,47070.57,0.9284,1
37,61335,1926624,24,Business,434,1,Graduate,Education,81201.26,1.3239,0
60,61806,757494,60,Business,710,3,Graduate,Education,12744.99,0.2062,0
53,92853,1583017,48,Salaried,769,3,Post-Graduate,Home,33435.02,0.3601,0
29,50739,842515,12,Salaried,411,2,Post-Graduate,Vehicle,71256.02,1.4044,1
63,49785,1766534,36,Business,824,0,Under-Graduate,Education,49537.91,0.995,0
59,178052,1443196,60,Business,343,4,Post-Graduate,Business,24354.95,0.1368,1
49,100016,1085211,60,Salaried,696,4,Graduate,Education,18306.53,0.183,1
62,147681,142416,48,Self-Employed,884,3,Post-Graduate,Education,2991.59,0.0203,0
46,81253,1887588,12,Self-Employed,560,3,Post-Graduate,Home,159551.01,1.9636,1
55,106128,697122,24,Business,844,4,Graduate,Home,29288.67,0.276,0
45,174213,1735012,60,Self-Employed,687,2,Graduate,Business,29287.23,0.1681,0
44,176081,1811331,60,Business,775,4,Post-Graduate,Personal,30477.56,0.1731,1
33,142581,1927329,60,Business,709,4,Under-Graduate,Home,32434.56,0.2275,0
27,125966,845818,60,Business,879,4,Under-Graduate,Personal,14244.45,0.1131,0
56,152854,365315,48,Salaried,315,3,Under-Graduate,Business,7716.3,0.0505,1
40,114352,200594,12,Self-Employed,401,3,Graduate,Education,16847.15,0.1473,1
21,172005,770892,60,Salaried,485,4,Graduate,Education,12939.7,0.0752,0
28,92154,534976,24,Self-Employed,324,3,Under-Graduate,Personal,22513.95,0.2443,1
36,154379,1132121,24,Salaried,371,4,Post-Graduate,Business,47508.04,0.3077,1
34,123297,235151,36,Salaried,892,2,Post-Graduate,Business,6612.95,0.0536,0
32,53346,1911863,60,Business,872,3,Post-Graduate,Home,32278.71,0.6051,0
43,127138,85790,60,Business,317,0,Graduate,Personal,1449.55,0.0114,0
35,65772,625300,60,Salaried,869,3,Graduate,Home,10555.75,0.1605,0
48,55149,167827,60,Self-Employed,631,2,Under-Graduate,Personal,2837.12,0.0514,0
54,101700,1079625,60,Self-Employed,868,2,Post-Graduate,Home,18225.91,0.1792,0
22,173598,1358699,24,Business,396,3,Graduate,Home,57431.49,0.3308,1
52,111758,1112836,12,Business,311,1,Graduate,Business,93503.81,0.8367,1
43,143447,246211,12,Self-Employed,310,4,Under-Graduate,Business,20739.83,0.1446,1
42,20695,1886082,36,Self-Employed,462,4,Post-Graduate,Education,53174.38,2.5694,1
45,54169,485892,24,Self-Employed,582,2,Graduate,Education,20495.46,0.3784,0
42,62947,190547,60,Business,540,3,Graduate,Business,3220.21,0.0512,0
42,193296,1308062,12,Self-Employed,344,1,Graduate,Business,109759.48,0.5678,1
62,60865,196192,48,Business,892,0,Graduate,Home,4144.28,0.0681,0
26,171625,1514939,48,Salaried,554,4,Post-Graduate,Education,31955.14,0.1862,0
35,119501,314130,48,Salaried,366,1,Under-Graduate,Business,6597.32,0.0552,0
63,75410,1863065,60,Salaried,341,4,Post-Graduate,Personal,31264.74,0.4146,0
57,118754,737790,60,Self-Employed,683,3,Under-Graduate,Personal,12405.11,0.1045,1
53,105895,812857,36,Business,888,4,Graduate,Education,22902.2,0.2163,0
28,170888,1154055,36,Self-Employed,533,0,Post-Graduate,Personal,32449.28,0.1899,0
64,65705,1574758,36,Business,784,3,Under-Graduate,Home,44370.07,0.6753,1
64,130700,442977,48,Self-Employed,338,2,Under-Graduate,Education,9324.52,0.0713,1
25,88914,1362896,60,Salaried,310,1,Graduate,Business,23043.66,0.2592,0
59,16881,658546,48,Business,708,4,Under-Graduate,Personal,13864.1,0.8213,0
24,185639,1337999,36,Self-Employed,407,3,Under-Graduate,Home,37477.68,0.2019,0
26,62365,427332,60,Business,393,3,Under-Graduate,Business,7178.67,0.1151,1
52,94211,134153,24,Business,383,4,Graduate,Vehicle,5673.27,0.0602,1
50,171078,1815854,12,Self-Employed,357,2,Post-Graduate,Home,152750.98,0.8929,1
55,56198,833930,12,Self-Employed,592,4,Graduate,Personal,70050.15,1.2465,1
60,168903,470331,36,Business,315,2,Under-Graduate,Home,13152.76,0.0779,0
36,115649,808272,48,Business,776,4,Under-Graduate,Vehicle,16991.33,0.1469,0
33,162531,1176018,24,Salaried,464,3,Post-Graduate,Vehicle,49690.48,0.3057,0
62,178515,1925010,60,Business,736,0,Under-Graduate,Home,32440.16,0.1817,0
50,188388,1155700,48,Salaried,702,0,Post-Graduate,Business,24364.49,0.1293,0
39,151949,361896,36,Salaried,685,3,Under-Graduate,Business,10196.96,0.0671,1
37,54553,1358064,48,Salaried,437,0,Under-Graduate,Vehicle,28602.53,0.5243,1
39,150994,128947,36,Business,830,2,Graduate,Education,3630.76,0.024,0
48,137778,911148,12,Salaried,592,3,Graduate,Education,76640.1,0.5563,1
46,132018,491209,12,Business,774,2,Post-Graduate,Business,41540.28,0.3147,0
57,150758,1895081,48,Business,761,3,Graduate,Education,39769.99,0.2638,1
46,47766,1922259,24,Self-Employed,672,2,Post-Graduate,Business,81111.87,1.6981,1
43,47006,146496,60,Business,461,2,Graduate,Personal,2471.32,0.0526,0
29,46422,1825373,36,Business,343,0,Post-Graduate,Business,51123.83,1.1013,1
32,131590,875329,60,Salaried,382,3,Under-Graduate,Personal,14733.35,0.112,0
21,27205,1018410,12,Business,838,4,Post-Graduate,Vehicle,85654.53,3.1485,0
21,169599,363760,24,Business,818,0,Graduate,Education,15269.65,0.09,0
54,164515,1360613,24,Self-Employed,710,2,Post-Graduate,Vehicle,57346.43,0.3486,0
52,162596,551935,60,Self-Employed,640,2,Graduate,Home,9336.42,0.0574,0
45,131477,1889490,12,Salaried,388,4,Under-Graduate,Home,159241.48,1.2112,1
60,43202,420134,60,Salaried,529,4,Graduate,Vehicle,7080.73,0.1639,1
21,192214,1320612,48,Self-Employed,317,2,Under-Graduate,Business,27705.41,0.1441,0
36,76692,1564728,24,Self-Employed,580,4,Under-Graduate,Business,65707.29,0.8568,1
59,35855,744934,24,Business,721,1,Graduate,Education,31378.59,0.8752,0
25,40095,1090835,48,Salaried,637,0,Under-Graduate,Vehicle,23063.81,0.5752,1
42,184796,1928292,12,Salaried,565,3,Graduate,Home,162936.13,0.8817,1
49,64241,385076,24,Business,654,4,Post-Graduate,Vehicle,16197.29,0.2521,0
23,118119,319482,36,Business,659,4,Under-Graduate,Vehicle,8973.82,0.076,0
32,67003,1272366,36,Salaried,516,1,Post-Graduate,Education,35741.91,0.5334,0
46,109837,1242148,12,Self-Employed,620,3,Post-Graduate,Business,104793.61,0.9541,0
36,109283,192617,48,Self-Employed,511,1,Graduate,Home,4062.61,0.0372,0
57,162044,635768,60,Business,502,3,Graduate,Education,10736.51,0.0663,1
42,138805,710601,12,Salaried,452,0,Under-Graduate,Home,59623.85,0.4296,0
49,108846,1318962,60,Business,728,4,Graduate,Home,22302.12,0.2049,0
34,37927,990325,12,Self-Employed,586,0,Post-Graduate,Business,83125.45,2.1917,1
48,135589,54695,36,Self-Employed,620,3,Post-Graduate,Business,1535.46,0.0113,0
25,130657,782426,48,Business,735,4,Post-Graduate,Education,16534.13,0.1265,0
50,81630,1080120,36,Self-Employed,891,1,Under-Graduate,Personal,30325.29,0.3715,1
25,119428,1084780,48,Salaried,795,2,Graduate,Education,22762.23,0.1906,0
32,137035,1637182,60,Business,448,1,Post-Graduate,Education,27520.4,0.2008,1
36,198419,887366,12,Business,841,2,Under-Graduate,Personal,74796.74,0.377,1
46,141244,1514123,24,Business,781,1,Graduate,Home,63555.24,0.45,0
46,84518,1482002,24,Self-Employed,625,3,Graduate,Vehicle,62379.77,0.7381,0
41,191355,1806608,48,Salaried,328,0,Post-Graduate,Personal,37991.8,0.1985,1
59,96326,1190467,48,Business,558,2,Under-Graduate,Vehicle,25135.22,0.2609,0
56,158277,520076,36,Business,374,3,Post-Graduate,Home,14556.12,0.092,0
53,135243,799045,24,Self-Employed,856,0,Post-Graduate,Personal,33704.94,0.2492,1
50,27748,1167330,36,Salaried,880,0,Under-Graduate,Business,32751.87,1.1803,0
57,167169,922109,60,Business,797,4,Post-Graduate,Education,15546.21,0.093,0
43,149164,1987328,24,Self-Employed,715,4,Under-Graduate,Personal,83499.19,0.5598,0
30,68311,1494629,60,Business,639,4,Under-Graduate,Personal,25203.12,0.3689,0
25,37692,437405,12,Self-Employed,607,2,Post-Graduate,Home,36898.14,0.9789,0
56,139954,563904,36,Salaried,540,2,Post-Graduate,Business,15777.59,0.1127,0
54,169934,1082120,48,Self-Employed,552,0,Graduate,Personal,22849.33,0.1345,0
51,145035,417482,24,Business,519,2,Graduate,Business,17635.9,0.1216,0
30,94507,614365,36,Business,696,0,Under-Graduate,Vehicle,17188.5,0.1819,0
39,95152,392059,48,Self-Employed,635,3,Under-Graduate,Personal,8263.4,0.0868,1
52,19926,1758175,12,Salaried,328,1,Under-Graduate,Business,148216.61,7.4384,1
21,18969,1340080,24,Salaried,793,0,Graduate,Education,56214.71,2.9635,0
25,50733,1053852,60,Business,801,0,Post-Graduate,Home,17731.4,0.3495,0
24,84855,1390389,12,Business,453,3,Post-Graduate,Business,117573.73,1.3856,1
36,56743,885056,48,Self-Employed,530,4,Graduate,Home,18646.94,0.3286,1
44,145193,1960155,24,Self-Employed,401,4,Post-Graduate,Personal,82852.77,0.5706,1
36,185948,1758086,24,Self-Employed,476,4,Post-Graduate,Personal,74154.39,0.3988,0
22,122445,1765045,12,Salaried,531,0,Post-Graduate,Vehicle,148102.46,1.2095,1
48,35323,1853686,24,Salaried,311,0,Graduate,Home,77801.85,2.2026,0
52,31428,731376,48,Business,485,2,Under-Graduate,Education,15430.28,0.491,0
47,49578,1765872,12,Business,565,2,Post-Graduate,Education,148817.11,3.0017,0
40,101486,192108,60,Business,434,1,Post-Graduate,Business,3226.54,0.0318,0
44,79140,1006740,12,Self-Employed,330,1,Under-Graduate,Education,84883.61,1.0726,0
32,122325,1243669,12,Salaried,755,2,Post-Graduate,Home,105029.82,0.8586,1
55,98829,1612270,60,Business,558,0,Post-Graduate,Personal,27218.92,0.2754,0
53,21364,873375,48,Business,403,3,Under-Graduate,Home,18353.94,0.8591,1
53,143867,163694,36,Business,730,2,Graduate,Home,4587.15,0.0319,0
63,181421,284456,36,Business,681,0,Graduate,Personal,8017.96,0.0442,0
57,146763,262079,60,Business,768,2,Post-Graduate,Home,4429.4,0.0302,0
32,110598,1342845,48,Business,812,4,Post-Graduate,Education,28236.66,0.2553,1
23,191968,493232,24,Salaried,506,2,Under-Graduate,Business,20829.47,0.1085,1
21,72062,466460,60,Business,746,4,Under-Graduate,Business,7836.64,0.1087,1
53,159933,1554819,36,Salaried,388,0,Post-Graduate,Home,43548.19,0.2723,1
60,103302,1868249,48,Self-Employed,494,4,Post-Graduate,Personal,39240.1,0.3799,0
30,78928,173351,12,Salaried,713,2,Graduate,Vehicle,14552.78,0.1844,0
63,56347,351129,48,Self-Employed,421,4,Graduate,Home,7416.06,0.1316,1
64,18121,1071480,48,Salaried,761,3,Graduate,Home,22578.99,1.246,1
49,98793,890268,36,Salaried,415,4,Graduate,Vehicle,24947.9,0.2525,1
33,43164,1984722,36,Business,495,4,Under-Graduate,Business,55888.6,1.2948,1
32,40491,1626634,24,Salaried,335,1,Graduate,Business,68681.6,1.6962,1
51,74222,879297,24,Salaried,366,3,Graduate,Vehicle,36912.45,0.4973,1
22,169237,103811,60,Business,580,0,Post-Graduate,Personal,1751.01,0.0103,0
55,18748,316145,12,Self-Employed,778,4,Graduate,Home,26679.53,1.4231,0
43,41553,1683712,24,Business,310,3,Post-Graduate,Education,71040.85,1.7096,1
37,131547,102635,36,Business,621,0,Post-Graduate,Business,2887.16,0.0219,0
46,75380,70946,48,Business,539,3,Graduate,Business,1489.98,0.0198,1
28,59331,1033638,60,Self-Employed,359,1,Graduate,Business,17387.38,0.2931,0
49,135617,670140,24,Salaried,861,0,Post-Graduate,Personal,28305.08,0.2087,0
46,54560,1451823,48,Salaried,464,0,Under-Graduate,Vehicle,30674.4,0.5622,1
30,68865,535260,48,Business,488,4,Post-Graduate,Personal,11251.54,0.1634,0
46,192758,1928752,24,Business,786,2,Under-Graduate,Business,80915.85,0.4198,0
54,90910,1216305,12,Salaried,391,0,Under-Graduate,Home,102760.68,1.1304,1
61,150747,744519,12,Salaried,588,0,Graduate,Business,62651.84,0.4156,0
27,92986,1384391,60,Salaried,808,1,Graduate,Home,23290.35,0.2505,0
24,25068,721810,12,Self-Employed,374,1,Graduate,Home,60725.77,2.4224,0
31,69460,1549067,60,Self-Employed,856,1,Graduate,Business,26079.34,0.3755,0
49,115766,1011862,36,Business,727,4,Post-Graduate,Business,28383.26,0.2452,0
56,61418,1527310,24,Self-Employed,684,0,Under-Graduate,Home,64362.56,1.0479,0
45,41206,1418533,48,Business,352,1,Post-Graduate,Personal,29769.23,0.7224,1
41,143180,146748,60,Salaried,474,1,Under-Graduate,Personal,2481.91,0.0173,0
56,15287,1862156,12,Salaried,878,3,Post-Graduate,Personal,157425.18,10.298,0
30,37337,1498598,60,Business,773,3,Under-Graduate,Education,25337.63,0.6786,0
57,166738,679021,60,Salaried,660,1,Graduate,Home,11475.39,0.0688,0
29,147233,1008395,12,Business,569,4,Under-Graduate,Education,85055.55,0.5777,0
44,115667,1225441,12,Business,706,2,Graduate,Education,102989.05,0.8904,0
55,105071,1444271,24,Business,423,3,Under-Graduate,Home,60603.96,0.5768,0
55,113064,965767,48,Self-Employed,675,3,Post-Graduate,Education,20270.93,0.1793,0
56,184823,351364,24,Business,691,0,Under-Graduate,Home,14777.3,0.08,0
38,121511,1377878,24,Business,481,0,Post-Graduate,Vehicle,58035.4,0.4776,0
59,160830,917424,12,Business,335,1,Post-Graduate,Vehicle,77594.48,0.4825,0
52,18178,995092,12,Self-Employed,511,0,Graduate,Home,83778.07,4.6088,0
44,46831,1685440,48,Salaried,433,0,Under-Graduate,Home,35500.94,0.7581,1
43,148248,1973035,60,Self-Employed,790,2,Post-Graduate,Home,33293.64,0.2246,0
52,118306,205260,24,Business,737,4,Under-Graduate,Personal,8622.4,0.0729,0
57,179726,1322263,48,Self-Employed,345,1,Graduate,Home,27944.93,0.1555,1
32,172699,370974,24,Salaried,700,2,Graduate,Business,15628.44,0.0905,0
33,198622,1757955,60,Salaried,787,1,Under-Graduate,Vehicle,29562.03,0.1488,0
43,127025,62419,24,Business,731,4,Post-Graduate,Vehicle,2638.4,0.0208,0
45,190982,1656561,36,Salaried,727,1,Post-Graduate,Home,46562.19,0.2438,0
55,105417,1445652,48,Self-Employed,871,0,Post-Graduate,Vehicle,30439.93,0.2888,0
61,181494,431856,12,Self-Employed,816,4,Under-Graduate,Home,36401.91,0.2006,0
50,26984,1596360,24,Salaried,761,2,Post-Graduate,Home,67373.21,2.4968,1
37,104312,1718292,48,Business,480,2,Post-Graduate,Vehicle,36082.5,0.3459,0
40,98291,1761909,48,Business,444,3,Post-Graduate,Vehicle,37215.69,0.3786,0
45,22135,813361,24,Self-Employed,564,2,Graduate,Business,34386.96,1.5535,1
42,15320,660937,12,Salaried,705,3,Post-Graduate,Education,55705.51,3.6361,1
33,167756,434793,12,Self-Employed,783,0,Under-Graduate,Business,36680.31,0.2187,0
39,103774,1371856,24,Self-Employed,781,2,Under-Graduate,Business,57951.31,0.5584,0
56,167961,1969747,48,Self-Employed,536,4,Post-Graduate,Vehicle,41438.15,0.2467,0
32,113071,898934,12,Business,824,3,Under-Graduate,Business,76030.36,0.6724,0
61,194971,1260933,24,Salaried,638,2,Under-Graduate,Vehicle,53187.07,0.2728,0
39,156842,1908047,24,Salaried,567,0,Post-Graduate,Personal,80312.88,0.5121,0
32,185393,1098025,24,Business,565,4,Graduate,Home,46314.29,0.2498,0
29,124863,1951728,48,Self-Employed,827,4,Post-Graduate,Education,41108.84,0.3292,1
27,56777,1221744,12,Self-Employed,391,0,Under-Graduate,Personal,102585.47,1.8068,1
48,61250,1711127,48,Business,547,2,Under-Graduate,Home,36122.56,0.5898,1
34,88034,109155,36,Salaried,318,1,Post-Graduate,Home,3066.56,0.0348,1
51,119940,1115487,12,Business,689,2,Under-Graduate,Education,94193.46,0.7853,0
39,55130,1623780,48,Salaried,687,3,Graduate,Business,34097.95,0.6185,1
36,195418,895484,12,Salaried,394,3,Post-Graduate,Home,75455.94,0.3861,0
25,148609,512326,36,Salaried,729,2,Under-Graduate,Education,14417.07,0.097,0
55,30216,806983,60,Self-Employed,336,3,Graduate,Vehicle,13650.15,0.4518,1
32,99149,329934,24,Self-Employed,692,1,Under-Graduate,Home,13940.22,0.1406,0
45,18009,526377,48,Business,872,1,Graduate,Home,11118.28,0.6174,0
41,104904,448422,36,Business,590,4,Under-Graduate,Business,12564.89,0.1198,1
56,175399,171937,36,Self-Employed,602,3,Post-Graduate,Business,4841.22,0.0276,0
43,160281,1183629,12,Business,700,2,Under-Graduate,Vehicle,99432.46,0.6204,0
36,194515,1410670,12,Self-Employed,643,4,Post-Graduate,Home,118533.61,0.6094,0
59,30029,428355,24,Self-Employed,817,1,Graduate,Business,17983.49,0.5989,1
62,117171,1941369,12,Salaried,676,4,Graduate,Education,164015.48,1.3998,0
59,129456,1946459,48,Salaried,464,0,Under-Graduate,Home,40858.15,0.3156,0
34,77559,1398416,48,Self-Employed,312,3,Post-Graduate,Education,29361.42,0.3786,1
51,79892,1573433,48,Salaried,324,2,Post-Graduate,Personal,33065.55,0.4139,1
25,85409,1068696,60,Self-Employed,422,1,Graduate,Vehicle,18015.34,0.2109,0
55,154707,1035730,48,Salaried,428,4,Graduate,Business,21879.83,0.1414,0
43,48065,1725259,12,Business,846,2,Under-Graduate,Personal,145231.14,3.0216,0
49,135544,1089474,12,Business,894,3,Graduate,Business,91808.07,0.6773,1
63,122340,1931736,48,Self-Employed,608,2,Graduate,Personal,40568.63,0.3316,0
31,48783,367545,36,Self-Employed,735,3,Post-Graduate,Business,10300.27,0.2111,0
38,49152,1295874,36,Salaried,481,3,Post-Graduate,Vehicle,36276.65,0.7381,1
32,73741,599391,36,Salaried,887,3,Post-Graduate,Home,16817.62,0.2281,1
29,122049,477479,24,Self-Employed,342,4,Graduate,Education,20125.46,0.1649,1
30,197574,1880641,60,Business,703,3,Under-Graduate,Personal,31627.16,0.1601,1
64,44092,1568413,48,Business,889,2,Under-Graduate,Education,33123.47,0.7512,0
37,163725,1410764,24,Self-Employed,562,0,Graduate,Education,59654.37,0.3644,1
58,186541,1680594,36,Business,369,2,Under-Graduate,Business,47041.13,0.2522,0
27,101483,1124401,48,Self-Employed,591,4,Graduate,Home,23584.67,0.2324,1
33,136585,1830192,24,Salaried,513,3,Under-Graduate,Business,77268.28,0.5657,1
60,74754,547393,12,Business,446,0,Graduate,Education,45992.66,0.6153,0
62,176050,1135847,36,Business,324,4,Post-Graduate,Vehicle,31854.5,0.1809,1
29,102592,1175832,24,Salaried,622,1,Under-Graduate,Home,49480.57,0.4823,0
47,109543,1538524,12,Salaried,408,1,Post-Graduate,Home,130044.38,1.1872,1
22,58169,1165009,36,Business,550,1,Post-Graduate,Education,32754.78,0.5631,1
25,194359,787990,60,Business,781,0,Under-Graduate,Business,13225.17,0.068,0
49,69745,1200575,36,Self-Employed,474,2,Graduate,Vehicle,33575.75,0.4814,0
57,125168,806350,60,Self-Employed,646,0,Post-Graduate,Personal,13551.11,0.1083,0
58,128985,1646436,60,Business,469,0,Post-Graduate,Business,27696.29,0.2147,0
39,20543,612834,60,Self-Employed,301,0,Graduate,Home,10323.23,0.5025,1
28,36067,890597,48,Salaried,857,1,Graduate,Business,18807.34,0.5215,1
21,66033,900122,48,Self-Employed,661,2,Under-Graduate,Personal,18926.76,0.2866,0
42,60256,496880,60,Self-Employed,595,0,Under-Graduate,Vehicle,8362.53,0.1388,0
37,168263,525551,12,Business,869,2,Graduate,Vehicle,44208.09,0.2627,0
27,101803,780559,60,Self-Employed,889,3,Post-Graduate,Personal,13097.02,0.1287,0
45,133843,571727,24,Business,501,0,Graduate,Personal,24170.39,0.1806,1
24,43992,86948,60,Business,588,0,Under-Graduate,Education,1460.47,0.0332,0
56,63803,1912015,48,Business,361,0,Post-Graduate,Home,40194.69,0.63,1
26,124975,1723683,48,Salaried,801,3,Post-Graduate,Education,36188.16,0.2896,0
51,159282,403351,24,Self-Employed,425,3,Under-Graduate,Business,16987.04,0.1066,1
39,41270,1582713,24,Self-Employed,348,1,Post-Graduate,Personal,66898.29,1.621,1
